"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20791","Validate Average Car Insurance Page","","Thu Jul 17 20:30:53 IST 2025","passed","Thu Jul 17 20:31:14 IST 2025","","","",""
